Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Rank_Score,Assets_B,MarketCap_B,Assets_norm,MarketCap_norm,Rank_norm,Company_Size
198,Kimberly-Clark,KMB,Household Products,Household And Personal Products,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,no,yes,no,41000,43579.9,20431.0,1.3,1764.0,-8.8,17344.0,Michael D. Hsu,U.S.,Irving,Texas,Https://Www.Kimberly-Clark.Com,Public,"Market value as of March 28, 2024.",43580.0,2024-06-04,803,17.344,43.58,0.003926567111877371,0.012124722721390953,0.1971971971971972,Medium
199,Waste Management,WM,Business Services,Waste Management,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,no,yes,no,48000,85600.6,20426.0,3.7,2304.0,2.9,32823.0,James C. Fish Jr.,U.S.,Houston,Texas,Https://Www.Wm.Com,Public,"Market value as of March 28, 2024.",85601.0,2024-06-04,802,32.823,85.601,0.007505464008410303,0.023815704214634855,0.1981981981981982,Medium
200,Cheniere Energy,LNG,Energy,Pipelines,1.0,0.0,0.0,0.0,-78.0,0.0,1.0,0.0,yes,no,no,1605,37851.2,20394.0,-39.0,9881.0,591.9,43076.0,Jack A. Fusco,U.S.,Houston,Texas,Https://Www.Cheniere.Com,Public,"Market value as of March 28, 2024.",37851.0,2024-06-04,801,43.076,37.851,0.00987605835430811,0.010530814128668404,0.19919919919919918,Medium
201,Ross Stores,ROST,Retailing,Specialty Retailers: Apparel,1.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,no,no,no,108000,49409.1,20376.9,9.0,1874.5,24.0,14300.1,Barbara Rentler,U.S.,Dublin,California,Https://Www.Rossstores.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",49409.0,2024-06-04,800,14.3001,49.409,0.0032227875225397788,0.013746453073455843,0.20020020020020018,Medium
202,Westrock,,Materials,"Packaging, Containers",0.0,0.0,0.0,0.0,-19.0,0.0,1.0,0.0,no,no,no,56100,12707.0,20310.0,-4.5,-1649.0,-274.6,27443.7,David B. Sewell,U.S.,Atlanta,Georgia,Https://Www.Westrock.Com,Private,"Acquired by Smurfit Westrock (Ireland), July 8, 2024. Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",12707.0,2024-06-04,799,27.4437,12.707,0.006261716991450577,0.0035353109596309054,0.2012012012012012,Medium
203,General Mills,GIS,"Food, Beverages & Tobacco",Food Consumer Products,1.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,no,yes,no,34000,39501.5,20094.2,5.8,2593.9,-4.2,31451.7,Jeffrey L. Harmening,U.S.,Minneapolis,Minnesota,Https://Www.Generalmills.Com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of March 28, 2024.",39502.0,2024-06-04,798,31.451700000000002,39.502,0.007188405974027229,0.010990151375410406,0.2022022022022022,Medium
204,Goodyear Tire & Rubber,GT,Motor Vehicles & Parts,Motor Vehicles & Parts,0.0,0.0,0.0,0.0,-13.0,0.0,1.0,0.0,no,no,no,71000,3901.3,20066.0,-3.6,-689.0,-441.1,21582.0,Mark W. Stewart,U.S.,Akron,Ohio,Https://Www.Goodyear.Com,Public,"Market value as of March 28, 2024.",3901.0,2024-06-04,797,21.582,3.901,0.0049064343544322235,0.0010853268319446102,0.2032032032032032,Medium
205,Bj'S Wholesale Club,BJ,Retailing,General Merchandisers,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,no,no,no,34000,10058.5,19968.7,3.4,523.7,2.1,6677.6,Robert W. Eddy,U.S.,Marlborough,Massachusetts,Https://Www.Bjs.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",10059.0,2024-06-04,796,6.6776,10.059,0.0014603906239143976,0.0027985907722457917,0.2042042042042042,Small
206,Ge Healthcare Technologies,GEHC,Health Care,Medical Products And Equipment,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no,no,51000,41396.5,19552.0,0.0,1568.0,0.0,32454.0,Peter J. Arduini,U.S.,Chicago,Illinois,Https://Www.Gehealthcare.Com,Public,"Spun off from General Electric (2023 rank: 56), Jan. 3, 2023. Market value as of March 28, 2024.",41397.0,2024-06-04,795,32.454,41.397,0.007420147582619189,0.011517373714947713,0.2052052052052052,Medium
207,Colgate-Palmolive,CL,Household Products,Household And Personal Products,1.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,no,yes,no,34000,74019.9,19457.0,8.3,2300.0,28.9,16393.0,Noel R. Wallace,U.S.,New York,New York,Https://Www.Colgatepalmolive.Com,Public,"Market value as of March 28, 2024.",74020.0,2024-06-04,794,16.393,74.02,0.003706686567358809,0.02059366626519868,0.2062062062062062,Medium
208,Whirlpool,WHR,Industrials,"Electronics, Electrical Equip.",1.0,0.0,0.0,0.0,-5.0,0.0,1.0,0.0,no,yes,no,59000,6515.3,19455.0,-1.4,481.0,0.0,17312.0,Marc R. Bitzer,U.S.,Benton Harbor,Michigan,Https://Www.Whirlpoolcorp.Com,Public,"Market value as of March 28, 2024.",6515.0,2024-06-04,793,17.312,6.515,0.003919168397445621,0.0018125876211533287,0.2072072072072072,Medium
209,L3Harris Technologies,LHX,Aerospace & Defense,Aerospace & Defense,1.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,no,no,no,50000,40508.1,19419.0,13.8,1227.0,15.5,41687.0,Christopher E. Kubasik,U.S.,Melbourne,Florida,Https://Www.L3Harris.Com,Public,"Market value as of March 28, 2024.",40508.0,2024-06-04,792,41.687,40.508,0.009554907906004974,0.011270038274394326,0.2082082082082082,Medium
210,Adobe,ADBE,Technology,Computer Software,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,no,yes,yes,29945,226060.8,19409.0,10.2,5428.0,14.1,29779.0,Shantanu Narayen,U.S.,San Jose,California,Https://Www.Adobe.Com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of March 28, 2024.",226061.0,2024-06-04,791,29.779,226.061,0.006801661298090111,0.06289414738688298,0.2092092092092092,Medium
211,Becton Dickinson,BDX,Health Care,Medical Products And Equipment,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,no,no,no,73000,71488.9,19372.0,-0.2,1484.0,-16.6,52780.0,Thomas E. Polen,U.S.,Franklin Lakes,New Jersey,Https://Www.Bd.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",71489.0,2024-06-04,790,52.78,71.489,0.012119718505736211,0.0198894975362441,0.2102102102102102,Large
212,Pioneer Natural Resources,PXD,Energy,"Mining, Crude-Oil Production",1.0,0.0,0.0,0.0,-48.0,0.0,1.0,0.0,no,no,no,2213,61326.1,19362.0,-20.3,4894.0,-37.6,36613.0,Richard P. Dealy,U.S.,Irving,Texas,Https://Www.Pxd.Com,Private,"Revenue and net income for the four quarters ended on or before April 30, 2023. Market value as of Oct. 13, 2023.",61326.0,2024-06-04,789,36.613,61.326,0.00838174924892066,0.017061972134282278,0.2112112112112112,Medium
213,Cognizant Technology Solutions,CTSH,Technology,Information Technology Services,1.0,0.0,0.0,0.0,-5.0,0.0,1.0,0.0,no,no,no,347700,36486.8,19353.0,-0.4,2126.0,-7.2,18483.0,Ravi Kumar S,U.S.,Teaneck,New Jersey,Https://Www.Cognizant.Com,Public,"Market value as of March 28, 2024.",36487.0,2024-06-04,788,18.483,36.487,0.004189915103682463,0.01015132533123891,0.2122122122122122,Medium
214,Murphy Usa,MUSA,Retailing,Specialty Retailers: Other,1.0,0.0,0.0,0.0,-32.0,0.0,1.0,0.0,no,no,no,10750,8726.5,19238.2,-9.5,556.8,-17.3,4340.1,R. Andrew Clyde,U.S.,El Dorado,Arkansas,Https://Www.Murphyusa.Com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",8727.0,2024-06-04,787,4.3401000000000005,8.727,0.0009199376556576801,0.002428004937805848,0.2132132132132132,Small
215,Fiserv,FI,Business Services,Financial Data Services,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,no,yes,no,42000,94358.1,19093.0,7.6,3068.0,21.3,90890.0,Frank J. Bisignano,U.S.,Milwaukee,Wisconsin,Https://Www.Fiserv.Com,Public,"Market value as of March 28, 2024.",94358.0,2024-06-04,786,90.89,94.358,0.020931124974298138,0.026252055680243407,0.21421421421421422,Large
216,Parker-Hannifin,PH,Industrials,Industrial Machinery,1.0,0.0,1.0,0.0,45.0,1.0,0.0,0.0,no,no,no,62730,71369.5,19065.2,20.2,2082.9,58.3,29964.5,Jennifer A. Parmentier,U.S.,Cleveland,Ohio,Https://Www.Phstock.Com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",71370.0,2024-06-04,785,29.9645,71.37,0.006844550720811661,0.019856389642626718,0.21521521521521522,Medium
217,American Electric Power,AEP,Energy,Utilities: Gas And Electric,1.0,0.0,0.0,0.0,-12.0,0.0,1.0,0.0,no,no,no,17250,45339.4,18982.3,-3.3,2208.1,-4.3,96684.0,William J. Fehrman,U.S.,Columbus,Ohio,Https://Www.Aep.Com,Public,"Market value as of March 28, 2024.",45339.0,2024-06-04,784,96.684,45.339,0.02227075470609682,0.012614107468222682,0.2162162162162162,Large
218,International Paper,IP,Materials,"Packaging, Containers",1.0,0.0,0.0,0.0,-34.0,0.0,1.0,0.0,no,yes,no,39000,13514.7,18916.0,-10.6,288.0,-80.9,23261.0,Andrew K. Silvernail,U.S.,Memphis,Tennessee,Https://Www.Internationalpaper.Com,Public,"Market value as of March 28, 2024.",13515.0,2024-06-04,783,23.261,13.515,0.005294635652273091,0.003760110775116997,0.2172172172172172,Medium
219,Manpowergroup,MAN,Business Services,Temporary Help,1.0,0.0,0.0,0.0,-17.0,0.0,1.0,0.0,no,no,no,27900,3756.3,18914.5,-4.6,88.8,-76.2,8830.2,Jonas Prising,U.S.,Milwaukee,Wisconsin,Https://Www.Manpowergroup.Com,Public,"Market value as of March 28, 2024.",3756.0,2024-06-04,782,8.830200000000001,3.756,0.001958092895345161,0.0010449852808982198,0.2182182182182182,Small
220,Aramark,ARMK,Business Services,Diversified Outsourcing Services,1.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,no,no,no,262550,8535.0,18853.9,15.5,674.1,246.6,16871.2,John J. Zillmer,U.S.,Philadelphia,Pennsylvania,Https://Www.Aramark.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",8535.0,2024-06-04,781,16.8712,8.535,0.0038172511061482692,0.002374587159868559,0.21921921921921922,Medium
221,Steel Dynamics,STLD,Materials,Metals,1.0,1.0,0.0,0.0,-45.0,0.0,1.0,0.0,no,yes,no,12600,23412.5,18795.3,-15.6,2450.9,-36.5,14908.4,Mark D. Millett,U.S.,Fort Wayne,Indiana,Https://Www.Steeldynamics.Com,Public,"Market value as of March 28, 2024.",23413.0,2024-06-04,780,14.9084,23.413,0.003363432459690821,0.006513908514821625,0.22022022022022023,Medium
222,Aflac,AFL,Financials,"Insurance: Life, Health (Stock)",1.0,0.0,0.0,0.0,-15.0,0.0,1.0,0.0,no,yes,no,12785,49404.5,18701.0,-4.1,4659.0,10.9,126724.0,Daniel P. Amos,U.S.,Columbus,Georgia,Https://Www.Aflac.Com,Public,"Market value as of March 28, 2024.",49405.0,2024-06-04,779,126.724,49.405,0.029216297878901863,0.01374534020308215,0.2212212212212212,Large
223,Reinsurance Group Of America,RGA,Financials,"Insurance: Life, Health (Stock)",1.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,no,yes,no,3900,12683.2,18567.0,14.2,902.0,44.8,97623.0,Tony Cheng,U.S.,Chesterfield,Missouri,Https://Www.Rgare.Com,Public,"Market value as of March 28, 2024.",12683.0,2024-06-04,778,97.623,12.683,0.022487860732703476,0.003528633737388744,0.2222222222222222,Large
224,Emerson Electric,EMR,Industrials,Industrial Machinery,1.0,0.0,0.0,0.0,-18.0,0.0,1.0,0.0,no,no,no,67000,64842.2,18370.0,-6.4,13219.0,309.1,42746.0,S.L. Karsanbhai,U.S.,St. Louis,Missouri,Https://Www.Emerson.Com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",64842.0,2024-06-04,777,42.746,64.842,0.00979975911173069,0.018040185192758885,0.22322322322322322,Medium
225,State Street,STT,Financials,Commercial Banks,1.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,no,yes,no,46451,23346.3,18366.0,34.1,1944.0,-29.9,297258.0,Ronald P. O'Hanley,U.S.,Boston,Massachusetts,Https://Www.Statestreet.Com,Public,"Market value as of March 28, 2024.",23346.0,2024-06-04,776,297.258,23.346,0.06864543434465205,0.006495267936062258,0.22422422422422422,Mega
226,Ppg Industries,PPG,Chemicals,Chemicals,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,no,yes,no,53000,34103.8,18246.0,3.4,1270.0,23.8,21647.0,Timothy M. Knavish,U.S.,Pittsburgh,Pennsylvania,Https://Www.Ppg.Com,Public,"Market value as of March 28, 2024.",34104.0,2024-06-04,775,21.647,34.104,0.004921462993121716,0.009488332806110994,0.22522522522522523,Medium
227,United States Steel,X,Materials,Metals,1.0,0.0,0.0,0.0,-41.0,0.0,1.0,0.0,no,no,no,21803,9168.0,18053.0,-14.3,895.0,-64.5,20451.0,David B. Burritt,U.S.,Pittsburgh,Pennsylvania,Https://Www.Ussteel.Com,Public,"Market value as of March 28, 2024.",9168.0,2024-06-04,774,20.451,9.168,0.00464493604123507,0.002550698896505559,0.2262262262262262,Medium
228,Automatic Data Processing,ADP,Business Services,Diversified Outsourcing Services,1.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,no,yes,no,63000,102590.8,18012.2,9.2,3412.0,15.7,50971.0,Maria Black,U.S.,Roseland,New Jersey,Https://Www.Adp.Com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",102591.0,2024-06-04,773,50.971,102.591,0.01170145993051636,0.028542621126898104,0.2272272272272272,Large
229,Group 1 Automotive,GPI,Retailing,"Automotive Retailing, Services",1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,no,no,no,16011,3999.4,17873.7,8.9,601.6,-19.9,7774.1,Daryl A. Kenningham,U.S.,Houston,Texas,Https://Www.Group1Auto.Com,Public,"Market value as of March 28, 2024.",3999.0,2024-06-04,772,7.774100000000001,3.999,0.0017139121981148214,0.0011125921561001015,0.22822822822822822,Small
230,Dominion Energy,D,Energy,Utilities: Gas And Electric,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,no,no,no,17700,41201.2,17867.0,4.0,1994.0,100.6,109032.0,Robert M. Blue,U.S.,Richmond,Virginia,Https://Www.Dominionenergy.Com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",41201.0,2024-06-04,771,109.032,41.201,0.02512573363744824,0.01146284306663673,0.22922922922922923,Large
231,Blackrock,BLK,Financials,Securities,1.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,no,yes,no,19800,124173.4,17859.0,-0.1,5502.0,6.3,123211.0,Laurence D. Fink,U.S.,New York,New York,Https://Www.Blackrock.Com,Public,"Market value as of March 28, 2024.",124173.0,2024-06-04,770,123.211,124.173,0.02840405776019134,0.034547113228161515,0.23023023023023023,Large
232,Oneok,OKE,Energy,Pipelines,1.0,0.0,0.0,0.0,-59.0,0.0,1.0,0.0,no,no,no,4775,46751.9,17677.0,-21.0,2659.0,54.4,44266.0,Pierce H. Norton Ii,U.S.,Tulsa,Oklahoma,Https://Www.Oneok.Com,Public,"Acquired Magellan Midstream Partners (2022 rank: 861), Sept. 25, 2023. Market value as of March 28, 2024.",46752.0,2024-06-04,769,44.266,46.752,0.010151198047238803,0.01300722892772992,0.2312312312312312,Medium
233,C.H. Robinson Worldwide,CHRW,Transportation,Transportation And Logistics,1.0,0.0,0.0,0.0,-73.0,0.0,1.0,0.0,no,yes,no,15246,8907.9,17596.4,-28.7,325.1,-65.4,5225.3,David P. Bozeman,U.S.,Eden Prairie,Minnesota,Https://Www.Chrobinson.Com,Public,"Market value as of March 28, 2024.",8908.0,2024-06-04,768,5.2253,8.908,0.0011246045936259565,0.00247836232221548,0.23223223223223222,Small
234,Texas Instruments,TXN,Technology,Semiconductors And Other Electronic Components,1.0,0.0,0.0,0.0,-34.0,0.0,1.0,0.0,no,no,no,34000,158540.8,17519.0,-12.5,6510.0,-25.6,32348.0,Haviv Ilan,U.S.,Dallas,Texas,Https://Www.Ti.Com,Public,"Market value as of March 28, 2024.",158541.0,2024-06-04,767,32.348,158.541,0.007395639341064018,0.04410889547893628,0.23323323323323322,Medium
235,Kohl'S,KSS,Retailing,General Merchandisers,1.0,0.0,0.0,0.0,-9.0,0.0,1.0,0.0,no,yes,no,66000,3232.9,17476.0,-3.4,317.0,0.0,14009.0,Thomas A. Kingsbury,U.S.,Menomonee Falls,Wisconsin,Https://Www.Kohls.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",3233.0,2024-06-04,766,14.009,3.233,0.0031554823421934552,0.0008994774795377915,0.23423423423423423,Medium
236,Autozone,AZO,Retailing,Specialty Retailers: Other,1.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,no,yes,no,95200,54532.7,17457.2,7.4,2528.4,4.1,15985.9,Philip B. Daniele Iii,U.S.,Memphis,Tennessee,Https://Www.Autozone.Com,Public,"Figures are for fiscal year ended Aug. 31, 2023. Market value as of March 28, 2024.",54533.0,2024-06-04,765,15.985899999999999,54.533,0.0036125610471973934,0.015172040022157248,0.23523523523523523,Medium
237,Lam Research,LRCX,Technology,Semiconductors And Other Electronic Components,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,no,yes,no,17200,127375.7,17428.5,1.2,4510.9,-2.0,18781.6,Timothy M. Archer,U.S.,Fremont,California,Https://Www.Lamresearch.Com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",127376.0,2024-06-04,764,18.781599999999997,127.376,0.004258954357723726,0.035438244179896605,0.23623623623623624,Medium
238,Corteva,CTVA,"Food, Beverages & Tobacco",Food Production,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,no,22500,40304.4,17226.0,-1.3,735.0,-35.9,42996.0,Charles V. Magro,U.S.,Indianapolis,Indiana,Https://Www.Corteva.Com,Public,"Market value as of March 28, 2024.",40304.0,2024-06-04,763,42.996,40.304,0.009857561568228736,0.011213281885335958,0.23723723723723722,Medium
239,Peter Kiewit Sons',,Engineering & Construction,Engineering & Construction,1.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,no,no,no,31100,0.0,17118.0,25.3,1176.0,65.6,9724.0,Rick Lanoha,U.S.,Omaha,Nebraska,Https://Www.Kiewit.Com,Private,"Market value as of March 31, 2021.",0.0,2024-06-04,762,9.724,0.0,0.0021647482378169703,0.0,0.23823823823823823,Small
240,Builders Firstsource,BLDR,Materials,"Building Materials, Glass",1.0,0.0,0.0,0.0,-68.0,0.0,1.0,0.0,no,no,no,29000,25430.6,17097.3,-24.8,1540.6,-44.0,10499.5,Dave Rush,U.S.,Irving,Texas,Https://Www.Bldr.Com,Public,"Market value as of March 28, 2024.",25431.0,2024-06-04,761,10.4995,25.431,0.002344051457873905,0.007075351618350008,0.23923923923923923,Medium
241,Kyndryl Holdings,KD,Technology,Information Technology Services,0.0,0.0,0.0,0.0,-16.0,0.0,1.0,0.0,no,no,no,90000,5007.0,17026.0,-7.0,-1374.0,0.0,11464.0,Martin J. Schroeter,U.S.,New York,New York,Https://Www.Kyndryl.Com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",5007.0,2024-06-04,760,11.464,5.007,0.002567053335043361,0.0013930354902708698,0.24024024024024024,Medium
242,Echostar,SATS,Telecommunications,Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no,no,15300,3869.1,17015.6,751.6,-1702.1,-1061.3,57108.9,Hamid Akhavan,U.S.,Englewood,Colorado,Https://Www.Echostar.Com,Public,"Acquired DISH Network (2022 rank: 249), Dec. 31, 2023. Accounting treatment of the merger was a 'Business Combination' with DISH Network and EchoStar financials presented on a combined basis. 2022 figures are for EchoStar and not restated for merger. Market value as of March 28, 2024.",3869.0,2024-06-04,759,57.1089,3.869,0.013120602721473753,0.001076423868955062,0.24124124124124124,Large
243,American Family Insurance Group,,Financials,Insurance: Property And Casualty (Stock),0.0,0.0,0.0,0.0,58.0,1.0,0.0,0.0,no,no,no,12417,0.0,16999.9,23.1,-891.0,0.0,38023.5,William Westrate,U.S.,Madison,Wisconsin,Https://Www.Amfam.Com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",0.0,2024-06-04,758,38.0235,0.0,0.008707870708482628,0.0,0.24224224224224222,Medium
244,Delek Us Holdings,DK,Energy,Petroleum Refining,1.0,0.0,0.0,0.0,-46.0,0.0,1.0,0.0,no,no,no,3591,1968.0,16917.4,-16.4,19.8,-92.3,7171.8,Avigal Soreq,U.S.,Brentwood,Tennessee,Https://Www.Delekus.Com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",1968.0,2024-06-04,757,7.1718,1.968,0.0015746545199197323,0.0005475322238572142,0.24324324324324323,Small
245,Land O'Lakes,,"Food, Beverages & Tobacco",Food Consumer Products,1.0,0.0,1.0,0.0,-32.0,0.0,1.0,0.0,no,no,no,9000,0.0,16794.9,-12.6,254.2,5.4,9464.3,Beth E. Ford,U.S.,Arden Hills,Minnesota,Https://Www.Landolakesinc.Com,Private,A cooperative.,0.0,2024-06-04,756,9.4643,0.0,0.0021047030460068015,0.0,0.24424424424424424,Small
246,Sempra,SRE,Energy,Utilities: Gas And Electric,1.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,no,yes,no,16835,45438.8,16720.0,15.8,3074.0,43.8,87181.0,Jeffrey W. Martin,U.S.,San Diego,California,Https://Www.Sempra.Com,Public,"Market value as of March 28, 2024.",45439.0,2024-06-04,755,87.181,45.439,0.020073567729693147,0.01264192922756502,0.24524524524524524,Large
247,Global Partners,GLP,Wholesalers,Wholesalers: Diversified,1.0,0.0,0.0,0.0,-27.0,0.0,1.0,0.0,no,yes,no,4273,1508.7,16492.2,-12.6,152.5,-57.9,3446.0,Eric Slifka,U.S.,Waltham,Massachusetts,Https://Www.Globalp.Com,Public,"A partnership. Market value as of March 28, 2024.",1509.0,2024-06-04,754,3.446,1.509,0.0007132129502380732,0.00041983034847588226,0.24624624624624625,Small
248,Grainger,GWW,Wholesalers,Wholesalers: Diversified,1.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,no,yes,yes,24650,49983.2,16478.0,8.2,1829.0,18.2,8147.0,D.G.  Macpherson,U.S.,Lake Forest,Illinois,Https://Www.Grainger.Com,Public,"Market value as of March 28, 2024.",49983.0,2024-06-04,753,8.147,49.983,0.0018001303422273047,0.013906149972080863,0.24724724724724725,Small
249,Jacobs Solutions,J,Business Services,Diversified Outsourcing Services,1.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,no,no,no,58550,19316.3,16352.4,9.6,665.8,3.4,14617.1,Bob Pragada,U.S.,Dallas,Texas,Https://Www.Jacobs.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",19316.0,2024-06-04,752,14.6171,19.316,0.0032960810373792995,0.005374051034566032,0.24824824824824823,Medium
250,Edison International,EIX,Energy,Utilities: Gas And Electric,1.0,0.0,0.0,0.0,-9.0,0.0,1.0,0.0,no,no,no,14346,27208.4,16338.0,-5.1,1197.0,95.6,81758.0,Pedro J. Pizarro,U.S.,Rosemead,California,Https://Www.Edisoninvestor.Com,Public,"Market value as of March 28, 2024.",27208.0,2024-06-04,751,81.758,27.208,0.018819716843337563,0.007569744281863356,0.24924924924924927,Large
251,Mgm Resorts International,MGM,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",1.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,no,no,no,67000,14966.3,16164.2,23.1,1142.2,-22.5,42368.5,William J. Hornbuckle,U.S.,Las Vegas,Nevada,Https://Www.Mgmresorts.Com,Public,"Market value as of March 28, 2024.",14966.0,2024-06-04,750,42.3685,14.966,0.009712477402418644,0.0041638045031743235,0.2502502502502503,Medium
252,Guardian Life Ins. Co. Of America,,Financials,"Insurance: Life, Health (Mutual)",1.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,no,no,no,7561,0.0,16137.0,10.1,375.0,428.2,96202.0,Andrew J. Mcmahon,U.S.,New York,New York,Https://Www.Guardianlife.Com,Private,"Market value as of March 31, 2021.",0.0,2024-06-04,749,96.202,0.0,0.02215931156996859,0.0,0.25125125125125125,Large
253,Illinois Tool Works,ITW,Industrials,Industrial Machinery,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,no,yes,no,45000,80162.3,16107.0,1.1,2957.0,-2.5,15518.0,Christopher A. O'Herlihy,U.S.,Glenview,Illinois,Https://Www.Itw.Com,Public,"Market value as of March 28, 2024.",80162.0,2024-06-04,748,15.518,80.162,0.003504377969615653,0.022302478724005086,0.2522522522522523,Medium
254,Ameriprise Financial,AMP,Financials,Diversified Financials,1.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,no,no,no,13800,43927.7,16096.0,12.2,2556.0,-0.1,175191.0,James M. Cracchiolo,U.S.,Minneapolis,Minnesota,Https://Www.Ameriprise.Com,Public,"Market value as of March 28, 2024.",43928.0,2024-06-04,747,175.191,43.928,0.04042234451526478,0.01222154244390229,0.25325325325325326,Large
255,Pultegroup,PHM,Engineering & Construction,Homebuilders,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,no,yes,yes,6382,25449.4,16061.6,-1.0,2602.4,-0.6,16087.1,Ryan R. Marshall,U.S.,Atlanta,Georgia,Https://Www.Pultegroupinc.Com,Public,"Market value as of March 28, 2024.",25449.0,2024-06-04,746,16.0871,25.449,0.003635959481587802,0.007080359535031629,0.2542542542542543,Medium
256,Targa Resources,TRGP,Energy,Pipelines,1.0,0.0,0.0,0.0,-68.0,0.0,1.0,0.0,no,no,no,3182,24921.7,16060.3,-23.3,1345.9,12.6,20671.8,Matthew J. Meloy,U.S.,Houston,Texas,Https://Www.Targaresources.Com,Public,"Market value as of March 28, 2024.",24922.0,2024-06-04,745,20.671799999999998,24.922,0.004695987170814143,0.006933738863297507,0.2552552552552553,Medium
257,Ally Financial,ALLY,Financials,Diversified Financials,1.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,no,no,yes,11100,12337.7,15971.0,30.9,1020.0,-40.5,196392.0,Michael G. Rhodes,U.S.,Detroit,Michigan,Https://Www.Ally.Com,Public,"Market value as of March 28, 2024.",12338.0,2024-06-04,744,196.392,12.338,0.04532422403612496,0.003432648667657678,0.25625625625625625,Large
258,Borgwarner,BWA,Motor Vehicles & Parts,Motor Vehicles & Parts,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,no,yes,no,39900,8023.4,15921.0,0.8,625.0,-33.8,14453.0,Frederic B. Lissalde,U.S.,Auburn Hills,Michigan,Https://Www.Borgwarner.Com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",8023.0,2024-06-04,743,14.453,8.023,0.003258139504933983,0.0022321397520357875,0.2572572572572573,Medium
